employee_id;first_name;last_name;age;status;join_date;salary;email;phone;performance_score;remote_work;department;region
EMP1018;Charlie;Garcia;;Inactive;2024/09/19;94726.46;charlie.garcia_CNV1018@example.com;2044397358;Excellent;FALSE;Cloud Tech;Nevada
EMP1019;Charlie;Williams;35.0;Pending;2020/01/02;91926.12;charlie.williams_AIL1019@example.com;7107256365;Average;TRUE;Admin;Illinois
EMP1020;Bob;Miller;35.0;Active;2021/05/08;111460.67;bob.miller_HNY1020@example.com;9411800536;Excellent;TRUE;HR;New York
EMP1021;Bob;Jones;40.0;Active;2020/09/19;96182.56;bob.jones_CIL1021@example.com;5990048963;Good;FALSE;Cloud Tech;Illinois
EMP1022;Charlie;Johnson;35.0;Inactive;2021/03/09;115023.94;charlie.johnson_SIL1022@example.com;6528092427;Average;TRUE;Sales;Illinois
EMP1023;David;Garcia;35.0;Pending;2022/02/03;80667.01;david.garcia_FNV1023@example.com;7572158623;Excellent;FALSE;Finance;Nevada
EMP1024;Bob;Brown;30.0;Inactive;2020/02/13;91181.61;bob.brown_ATX1024@example.com;1502745643;Good;TRUE;Admin;Texas
EMP1025;David;Miller;25.0;Pending;2020/04/30;66025.92;david.miller_CNV1025@example.com;9485625727;Average;FALSE;Cloud Tech;Nevada
EMP1026;Frank;Miller;25.0;Inactive;2023/10/02;83979.01;frank.miller_SNY1026@example.com;7032032073;Average;FALSE;Sales;New York
EMP1027;Heidi;Johnson;30.0;Active;2020/07/12;56785.16;heidi.johnson_FFL1027@example.com;2761707586;Excellent;TRUE;Finance;Florida
EMP1028;Grace;Garcia;40.0;Active;2023/10/11;95741.88;grace.garcia_FNV1028@example.com;7712151341;Excellent;FALSE;Finance;Nevada
EMP1029;Alice;Brown;40.0;Active;2021/05/24;63411.31;alice.brown_DCA1029@example.com;2849939088;Excellent;TRUE;DevOps;California
EMP1030;Charlie;Jones;40.0;Inactive;2021/05/26;111214.02;charlie.jones_ACA1030@example.com;2613715040;Good;TRUE;Admin;California
EMP1031;Bob;Smith;25.0;Active;2020/07/10;114845.69;bob.smith_DIL1031@example.com;6591520176;Excellent;TRUE;DevOps;Illinois
EMP1032;Charlie;Brown;40.0;Active;2024/11/05;78072.82;charlie.brown_FFL1032@example.com;7490509758;Average;FALSE;Finance;Florida
EMP1033;Grace;Johnson;25.0;Inactive;2021/08/07;79610.52;grace.johnson_FCA1033@example.com;2304501895;Average;FALSE;Finance;California
EMP1034;Heidi;Miller;30.0;Active;2020/04/29;90542.62;heidi.miller_ACA1034@example.com;1642361031;Excellent;TRUE;Admin;California
EMP1035;Frank;Jones;25.0;Inactive;2022/10/26;114357.1;frank.jones_CIL1035@example.com;6642147648;Excellent;TRUE;Cloud Tech;Illinois
EMP1036;Alice;Brown;;Active;2023/05/03;54757.26;alice.brown_CNY1036@example.com;2515837766;Poor;FALSE;Cloud Tech;New York
EMP1037;Grace;Smith;25.0;Pending;2023/05/02;52781.92;grace.smith_SNY1037@example.com;4996165925;Average;TRUE;Sales;New York
EMP1038;Frank;Smith;35.0;Pending;2021/10/05;66708.02;frank.smith_ANV1038@example.com;6108573277;Good;TRUE;Admin;Nevada
EMP1039;Eva;Williams;40.0;Active;2022/07/27;93481.15;eva.williams_HTX1039@example.com;8147617421;Poor;FALSE;HR;Texas
EMP1040;Bob;Williams;25.0;Pending;2021/06/27;59271.96;bob.williams_SNY1040@example.com;4386490809;Excellent;TRUE;Sales;New York
EMP1041;Bob;Davis;30.0;Active;2022/06/16;108362.15;bob.davis_HCA1041@example.com;8186617944;Excellent;FALSE;HR;California
EMP1042;Alice;Johnson;;Active;2024/12/03;59400.38;alice.johnson_HNV1042@example.com;4918017225;Average;TRUE;HR;Nevada
EMP1043;Bob;Garcia;;Inactive;2023/05/23;64744.08;bob.garcia_ACA1043@example.com;;Excellent;FALSE;Admin;California
EMP1044;Eva;Brown;;Active;2020/07/08;94399.91;eva.brown_FCA1044@example.com;5232194167;Good;TRUE;Finance;California
EMP1045;Alice;Brown;25.0;Pending;2021/06/20;61310.74;alice.brown_HNY1045@example.com;;Average;TRUE;HR;New York
EMP1046;Grace;Garcia;;Active;2024/12/13;98371.37;grace.garcia_CTX1046@example.com;7499564121;Excellent;FALSE;Cloud Tech;Texas
EMP1047;Alice;Davis;35.0;Active;2022/05/30;58921.19;alice.davis_SIL1047@example.com;;Average;TRUE;Sales;Illinois
EMP1048;Alice;Miller;35.0;Active;2023/09/27;57195.55;alice.miller_ANV1048@example.com;6831472759;Excellent;FALSE;Admin;Nevada
EMP1049;Grace;Miller;;Active;2024/11/05;61375.12;grace.miller_DNY1049@example.com;1227770792;Excellent;TRUE;DevOps;New York
EMP1050;Charlie;Davis;40.0;Pending;2021/11/11;104767.05;charlie.davis_CNY1050@example.com;3496050165;Excellent;FALSE;Cloud Tech;New York
EMP1051;David;Miller;35.0;Active;2022/02/22;111051.67;david.miller_ANV1051@example.com;7998407677;Good;FALSE;Admin;Nevada
EMP1052;David;Williams;30.0;Inactive;2024/08/07;105674.18;david.williams_FCA1052@example.com;9973080694;Good;FALSE;Finance;California
EMP1053;Alice;Brown;30.0;Inactive;2024/11/05;54859.45;alice.brown_FCA1053@example.com;8146717956;Average;FALSE;Finance;California
EMP1054;Frank;Davis;;Pending;2021/11/09;115746.6;frank.davis_FNV1054@example.com;6024375737;Excellent;TRUE;Finance;Nevada
EMP1055;Eva;Brown;30.0;Active;2020/08/10;91759.99;eva.brown_SCA1055@example.com;3959724664;Excellent;TRUE;Sales;California
EMP1056;Frank;Garcia;40.0;Active;2022/02/27;112965.33;frank.garcia_SIL1056@example.com;7293417222;Good;FALSE;Sales;Illinois
EMP1057;Alice;Smith;40.0;Pending;2023/11/07;100360.1;alice.smith_CIL1057@example.com;2971674337;Excellent;FALSE;Cloud Tech;Illinois
EMP1058;David;Williams;35.0;Pending;2021/11/07;93620.88;david.williams_FTX1058@example.com;;Good;FALSE;Finance;Texas
EMP1059;Bob;Jones;35.0;Pending;2022/04/16;72832.8;bob.jones_SCA1059@example.com;5619318373;Excellent;TRUE;Sales;California
EMP1060;Charlie;Williams;30.0;Inactive;2023/10/19;102369.42;charlie.williams_FNV1060@example.com;5508428909;Average;TRUE;Finance;Nevada
EMP1061;Eva;Davis;40.0;Inactive;2021/08/10;64712.79;eva.davis_STX1061@example.com;7711991807;Excellent;TRUE;Sales;Texas
EMP1062;Frank;Jones;40.0;Pending;2021/03/13;85782.18;frank.jones_FFL1062@example.com;1213524786;Excellent;TRUE;Finance;Florida
EMP1063;Charlie;Smith;25.0;Pending;2023/07/20;93348.26;charlie.smith_HIL1063@example.com;1255213759;Poor;FALSE;HR;Illinois
EMP1064;David;Davis;35.0;Active;2020/02/20;53234.96;david.davis_ANY1064@example.com;3754821455;Good;FALSE;Admin;New York
EMP1065;Bob;Johnson;40.0;Pending;2021/02/02;100284.21;bob.johnson_FNV1065@example.com;5328632665;Excellent;FALSE;Finance;Nevada
EMP1066;Grace;Brown;30.0;Pending;2020/01/12;112486.19;grace.brown_ANV1066@example.com;7850720810;Excellent;TRUE;Admin;Nevada
EMP1067;Bob;Smith;40.0;Pending;2022/11/26;82518.49;bob.smith_ANY1067@example.com;5562606028;Poor;TRUE;Admin;New York
EMP1068;Bob;Brown;40.0;Pending;2022/12/23;119152.47;bob.brown_AFL1068@example.com;;Poor;TRUE;Admin;Florida
EMP1069;Heidi;Miller;;Inactive;2024/08/28;113479.83;heidi.miller_DIL1069@example.com;4892673898;Good;FALSE;DevOps;Illinois
EMP1070;Charlie;Johnson;40.0;Active;2024/09/16;94636.3;charlie.johnson_FCA1070@example.com;7563410855;Poor;FALSE;Finance;California
EMP1071;Heidi;Johnson;30.0;Active;2024/01/01;70000.97;heidi.johnson_HFL1071@example.com;2884318847;Average;TRUE;HR;Florida
EMP1072;Frank;Smith;;Active;2021/04/18;76812.47;frank.smith_CNY1072@example.com;5200894345;Poor;FALSE;Cloud Tech;New York
EMP1073;David;Johnson;25.0;Inactive;2023/01/16;82614.7;david.johnson_FFL1073@example.com;8105485100;Average;TRUE;Finance;Florida
EMP1074;Grace;Jones;40.0;Active;2024/10/20;111645.97;grace.jones_SNV1074@example.com;7490753997;Good;TRUE;Sales;Nevada
EMP1075;Heidi;Johnson;25.0;Inactive;2024/10/13;112414.91;heidi.johnson_HCA1075@example.com;9354492682;Good;FALSE;HR;California
EMP1076;David;Brown;40.0;Inactive;2022/09/21;52031.74;david.brown_ACA1076@example.com;1589357125;Good;TRUE;Admin;California
EMP1077;Grace;Brown;30.0;Pending;2022/12/29;51887.65;grace.brown_FNY1077@example.com;6110627370;Good;FALSE;Finance;New York
EMP1078;Alice;Davis;25.0;Active;2024/11/10;82318.89;alice.davis_DFL1078@example.com;5869886496;Good;TRUE;DevOps;Florida
EMP1079;Grace;Brown;35.0;Inactive;2021/11/22;103286.08;grace.brown_AFL1079@example.com;6776228276;Average;FALSE;Admin;Florida
EMP1080;Grace;Davis;35.0;Active;2024/03/14;87759.33;grace.davis_CFL1080@example.com;2881377027;Average;FALSE;Cloud Tech;Florida
EMP1081;Frank;Brown;30.0;Pending;2020/03/23;102796.32;frank.brown_DTX1081@example.com;5196115939;Good;FALSE;DevOps;Texas
EMP1082;David;Jones;25.0;Active;2020/09/15;83149.27;david.jones_SNY1082@example.com;8215454469;Poor;TRUE;Sales;New York
EMP1083;David;Garcia;40.0;Inactive;2020/12/09;92412.49;david.garcia_DCA1083@example.com;2296044326;Excellent;TRUE;DevOps;California
EMP1084;Bob;Davis;30.0;Pending;2020/02/22;115022.1;bob.davis_HTX1084@example.com;;Good;FALSE;HR;Texas
EMP1085;Grace;Williams;40.0;Active;2023/04/27;98343.01;grace.williams_DNY1085@example.com;9756792286;Poor;FALSE;DevOps;New York
EMP1086;Bob;Miller;35.0;Active;2024/06/18;118869.1;bob.miller_DIL1086@example.com;7725199662;Excellent;TRUE;DevOps;Illinois
EMP1087;Frank;Smith;;Inactive;2020/05/21;85417.26;frank.smith_FNV1087@example.com;6580741208;Good;TRUE;Finance;Nevada
EMP1088;Grace;Brown;40.0;Inactive;2023/07/25;112410.25;grace.brown_CFL1088@example.com;4818139889;Good;TRUE;Cloud Tech;Florida
EMP1089;Charlie;Johnson;40.0;Pending;2023/08/25;68905.77;charlie.johnson_ANV1089@example.com;9837801819;Average;FALSE;Admin;Nevada
EMP1090;Heidi;Garcia;40.0;Pending;2021/07/03;72561.32;heidi.garcia_FNV1090@example.com;4339718955;Excellent;TRUE;Finance;Nevada
EMP1091;Bob;Brown;35.0;Inactive;2023/03/13;92723.22;bob.brown_FNY1091@example.com;9070562607;Excellent;TRUE;Finance;New York
EMP1092;Alice;Johnson;40.0;Inactive;2021/03/10;74837.75;alice.johnson_HNY1092@example.com;5641118241;Poor;FALSE;HR;New York
EMP1093;Eva;Miller;;Pending;2020/01/21;86163.91;eva.miller_DCA1093@example.com;2412462094;Average;TRUE;DevOps;California
EMP1094;David;Miller;40.0;Active;2023/11/15;83326.52;david.miller_FIL1094@example.com;2004615264;Average;TRUE;Finance;Illinois
EMP1095;Heidi;Miller;25.0;Active;2022/04/08;98425.1;heidi.miller_CCA1095@example.com;4610339936;Average;TRUE;Cloud Tech;California
EMP1096;Frank;Johnson;40.0;Inactive;2022/05/21;119764.2;frank.johnson_SIL1096@example.com;8861405785;Average;FALSE;Sales;Illinois
EMP1097;Frank;Brown;40.0;Inactive;2021/04/17;58445.91;frank.brown_HCA1097@example.com;1706304890;Excellent;FALSE;HR;California
EMP1098;Bob;Miller;;Active;2021/03/19;101702.33;bob.miller_DNY1098@example.com;3824967182;Excellent;FALSE;DevOps;New York
EMP1099;Eva;Jones;25.0;Active;2022/01/09;;eva.jones_ACA1099@example.com;2582386869;Good;FALSE;Admin;California
EMP1100;Charlie;Davis;35.0;Pending;2021/08/21;98819.22;charlie.davis_CTX1100@example.com;;Good;FALSE;Cloud Tech;Texas
EMP1101;Heidi;Johnson;25.0;Inactive;2022/08/19;83509.99;heidi.johnson_CIL1101@example.com;4653984027;Average;FALSE;Cloud Tech;Illinois
EMP1102;Alice;Johnson;35.0;Active;2022/03/31;84422.26;alice.johnson_FTX1102@example.com;9141612845;Average;FALSE;Finance;Texas
EMP1103;Alice;Brown;30.0;Inactive;2020/06/23;119574.27;alice.brown_AIL1103@example.com;3985547434;Average;TRUE;Admin;Illinois
EMP1104;Grace;Johnson;;Active;2024/05/07;86580.08;grace.johnson_SIL1104@example.com;5379502096;Good;TRUE;Sales;Illinois
EMP1105;Heidi;Johnson;35.0;Inactive;2023/03/10;93471.91;heidi.johnson_SFL1105@example.com;;Poor;FALSE;Sales;Florida
EMP1106;Bob;Miller;30.0;Inactive;2023/09/14;55683.12;bob.miller_DNY1106@example.com;8071569561;Poor;TRUE;DevOps;New York
EMP1107;Bob;Brown;30.0;Inactive;2023/11/12;91566.78;bob.brown_CFL1107@example.com;;Good;TRUE;Cloud Tech;Florida
EMP1108;David;Miller;35.0;Pending;2024/10/26;81782.19;david.miller_DCA1108@example.com;5319433749;Good;FALSE;DevOps;California
EMP1109;Eva;Davis;;Inactive;2020/08/23;88119.37;eva.davis_DNY1109@example.com;4793036148;Good;TRUE;DevOps;New York
EMP1110;Eva;Garcia;30.0;Active;2024/06/11;71532.83;eva.garcia_CTX1110@example.com;8728399920;Good;TRUE;Cloud Tech;Texas
EMP1111;Eva;Davis;40.0;Pending;2021/09/14;98981.36;eva.davis_CFL1111@example.com;9212493842;Good;TRUE;Cloud Tech;Florida
EMP1112;Heidi;Garcia;40.0;Active;2024/12/26;80242.01;heidi.garcia_CIL1112@example.com;;Good;TRUE;Cloud Tech;Illinois
EMP1113;Eva;Miller;25.0;Pending;2024/09/08;110236.18;eva.miller_CNY1113@example.com;6641877579;Average;TRUE;Cloud Tech;New York
EMP1114;Alice;Davis;35.0;Active;2022/08/21;86327.47;alice.davis_STX1114@example.com;3046875062;Average;FALSE;Sales;Texas
EMP1115;Eva;Brown;30.0;Pending;2024/07/25;84420.81;eva.brown_SFL1115@example.com;5190361331;Average;FALSE;Sales;Florida
EMP1116;Frank;Smith;40.0;Pending;2020/08/02;110041.32;frank.smith_HCA1116@example.com;5411076094;Average;FALSE;HR;California
EMP1117;Heidi;Miller;35.0;Pending;2020/03/16;81837.81;heidi.miller_DFL1117@example.com;4317350582;Good;TRUE;DevOps;Florida
EMP1118;Frank;Garcia;25.0;Active;2023/09/08;110855.72;frank.garcia_FIL1118@example.com;1997179109;Poor;FALSE;Finance;Illinois
EMP1119;Alice;Jones;30.0;Pending;2024/03/29;84894.52;alice.jones_SCA1119@example.com;;Excellent;TRUE;Sales;California
EMP1120;Alice;Garcia;30.0;Active;2021/08/12;80668.13;alice.garcia_HIL1120@example.com;6110804660;Good;TRUE;HR;Illinois
EMP1121;Bob;Jones;25.0;Active;2023/12/24;61086.47;bob.jones_DIL1121@example.com;9639907675;Excellent;TRUE;DevOps;Illinois
EMP1122;Grace;Johnson;25.0;Inactive;2020/08/28;95339.68;grace.johnson_ATX1122@example.com;9915078592;Poor;TRUE;Admin;Texas
EMP1123;Eva;Davis;;Inactive;2024/09/05;83774.97;eva.davis_DCA1123@example.com;1109193927;Average;FALSE;DevOps;California
EMP1124;Heidi;Jones;;Active;2023/05/12;85576.86;heidi.jones_AFL1124@example.com;4567972319;Poor;FALSE;Admin;Florida
EMP1125;Bob;Garcia;35.0;Pending;2021/07/01;107438.46;bob.garcia_FCA1125@example.com;;Good;TRUE;Finance;California
EMP1126;Eva;Johnson;;Inactive;2024/11/07;60401.68;eva.johnson_SNV1126@example.com;2274954507;Average;FALSE;Sales;Nevada
EMP1127;Frank;Smith;35.0;Inactive;2022/07/21;115299.66;frank.smith_SIL1127@example.com;9203880652;Good;TRUE;Sales;Illinois
EMP1128;David;Brown;;Inactive;2020/03/30;72272.34;david.brown_FNY1128@example.com;3315377958;Average;FALSE;Finance;New York
EMP1129;Grace;Brown;40.0;Active;2022/10/11;117537.71;grace.brown_DNV1129@example.com;9594652169;Excellent;FALSE;DevOps;Nevada
EMP1130;Frank;Brown;25.0;Pending;2022/07/24;51074.33;frank.brown_FTX1130@example.com;7303379336;Excellent;TRUE;Finance;Texas
EMP1131;Charlie;Jones;25.0;Inactive;2023/06/30;98489.32;charlie.jones_FCA1131@example.com;5636205014;Excellent;FALSE;Finance;California
EMP1132;Frank;Smith;;Pending;2024/01/11;112120.71;frank.smith_FCA1132@example.com;;Poor;TRUE;Finance;California
EMP1133;Alice;Jones;;Pending;2023/11/02;114465.04;alice.jones_CNY1133@example.com;;Good;FALSE;Cloud Tech;New York
EMP1134;Bob;Davis;40.0;Pending;2024/11/22;57035.51;bob.davis_CNV1134@example.com;3230241025;Poor;TRUE;Cloud Tech;Nevada
EMP1135;Eva;Jones;25.0;Active;2021/08/23;75092.43;eva.jones_CCA1135@example.com;1534735527;Excellent;TRUE;Cloud Tech;California
EMP1136;David;Smith;;Pending;2024/06/11;62603.98;david.smith_FIL1136@example.com;9611223385;Good;FALSE;Finance;Illinois
EMP1137;Grace;Smith;;Inactive;2023/04/09;60018.24;grace.smith_DNY1137@example.com;5596309937;Excellent;FALSE;DevOps;New York
EMP1138;Eva;Davis;40.0;Active;2024/07/05;82567.73;eva.davis_HNV1138@example.com;4253042896;Poor;TRUE;HR;Nevada
EMP1139;Charlie;Smith;25.0;Pending;2021/09/04;94725.71;charlie.smith_FCA1139@example.com;3179128684;Poor;FALSE;Finance;California
EMP1140;Eva;Garcia;40.0;Inactive;2024/10/13;83824.56;eva.garcia_HNY1140@example.com;7872558776;Poor;FALSE;HR;New York
EMP1141;Frank;Smith;;Inactive;2020/02/14;118456.11;frank.smith_HNV1141@example.com;4969033372;Excellent;TRUE;HR;Nevada
EMP1142;Eva;Brown;25.0;Pending;2020/04/10;113743.19;eva.brown_SNV1142@example.com;6346692547;Good;TRUE;Sales;Nevada
EMP1143;Eva;Garcia;30.0;Active;2023/07/27;63309.24;eva.garcia_SCA1143@example.com;1214785389;Good;FALSE;Sales;California
EMP1144;Charlie;Garcia;25.0;Active;2021/09/24;105202.73;charlie.garcia_DNV1144@example.com;7895677664;Excellent;TRUE;DevOps;Nevada
EMP1145;Frank;Davis;30.0;Inactive;2024/03/10;79085.22;frank.davis_CCA1145@example.com;7546027340;Good;TRUE;Cloud Tech;California
EMP1146;Frank;Williams;;Active;2021/06/10;113983.43;frank.williams_SCA1146@example.com;5148881430;Excellent;TRUE;Sales;California
EMP1147;Eva;Williams;35.0;Active;2020/10/15;102790.6;eva.williams_CFL1147@example.com;1150835353;Good;FALSE;Cloud Tech;Florida
EMP1148;Grace;Smith;;Inactive;2020/01/29;68512.1;grace.smith_HTX1148@example.com;4439284043;Average;FALSE;HR;Texas
EMP1149;Frank;Garcia;35.0;Pending;2022/01/30;57584.23;frank.garcia_SFL1149@example.com;5669078262;Average;TRUE;Sales;Florida
EMP1150;Alice;Williams;;Pending;2021/03/29;95335.67;alice.williams_SCA1150@example.com;3373898774;Poor;FALSE;Sales;California
EMP1151;Heidi;Williams;35.0;Active;2020/10/13;53174.28;heidi.williams_DFL1151@example.com;1536637779;Average;TRUE;DevOps;Florida
EMP1152;Heidi;Smith;25.0;Pending;2020/10/04;77205.21;heidi.smith_CNY1152@example.com;5292407552;Average;FALSE;Cloud Tech;New York
EMP1153;Grace;Williams;;Active;2024/12/18;79041.92;grace.williams_DNV1153@example.com;6668459089;Average;TRUE;DevOps;Nevada
EMP1154;Heidi;Jones;;Active;2023/11/14;75937.1;heidi.jones_FCA1154@example.com;2259999662;Excellent;TRUE;Finance;California
EMP1155;David;Johnson;35.0;Inactive;2023/01/20;113118.73;david.johnson_CNV1155@example.com;6186371596;Average;FALSE;Cloud Tech;Nevada
EMP1156;Alice;Davis;40.0;Active;2024/10/02;107693.38;alice.davis_HNY1156@example.com;4121820969;Average;TRUE;HR;New York
EMP1157;David;Johnson;;Inactive;2021/05/13;119217.46;david.johnson_CTX1157@example.com;2316433480;Poor;FALSE;Cloud Tech;Texas
EMP1158;David;Smith;25.0;Pending;2021/03/18;106913.71;david.smith_SNY1158@example.com;7058025661;Average;FALSE;Sales;New York
EMP1159;Charlie;Brown;;Active;2020/09/23;87815.08;charlie.brown_CCA1159@example.com;1286716322;Average;TRUE;Cloud Tech;California
EMP1160;Bob;Davis;25.0;Inactive;2024/06/05;105190.21;bob.davis_ATX1160@example.com;4672994937;Good;TRUE;Admin;Texas
EMP1161;Alice;Smith;30.0;Active;2024/02/28;79467.24;alice.smith_HTX1161@example.com;7430271692;Poor;FALSE;HR;Texas
EMP1162;Bob;Garcia;40.0;Pending;2023/04/30;57633.78;bob.garcia_FCA1162@example.com;8597779013;Poor;TRUE;Finance;California
EMP1163;Alice;Brown;;Pending;2020/03/04;54257.78;alice.brown_HFL1163@example.com;7546926328;Poor;TRUE;HR;Florida
EMP1164;Grace;Johnson;40.0;Inactive;2023/12/29;113679.06;grace.johnson_DTX1164@example.com;6762916031;Poor;TRUE;DevOps;Texas
EMP1165;Bob;Smith;35.0;Active;2020/09/15;69251.12;bob.smith_SNY1165@example.com;4841376814;Poor;TRUE;Sales;New York
EMP1166;Frank;Garcia;40.0;Inactive;2022/07/18;85388.58;frank.garcia_SIL1166@example.com;1185672437;Poor;TRUE;Sales;Illinois
EMP1167;Bob;Davis;;Inactive;2022/07/13;112166.37;bob.davis_DNY1167@example.com;;Excellent;FALSE;DevOps;New York
EMP1168;Heidi;Davis;40.0;Active;2021/10/02;79873.48;heidi.davis_FNV1168@example.com;;Average;FALSE;Finance;Nevada
EMP1169;Frank;Miller;30.0;Active;2020/07/05;108224.03;frank.miller_DFL1169@example.com;1837274219;Poor;TRUE;DevOps;Florida
EMP1170;Bob;Garcia;35.0;Active;2023/04/16;116963.72;bob.garcia_AIL1170@example.com;9124186209;Average;TRUE;Admin;Illinois
EMP1171;Bob;Jones;40.0;Inactive;2024/11/12;114109.06;bob.jones_HNV1171@example.com;4275230836;Average;TRUE;HR;Nevada
EMP1172;Eva;Williams;;Active;2023/03/29;85518.88;eva.williams_HCA1172@example.com;;Excellent;FALSE;HR;California
EMP1173;Heidi;Brown;30.0;Pending;2022/01/22;58041.97;heidi.brown_CCA1173@example.com;6335331059;Poor;TRUE;Cloud Tech;California
EMP1174;David;Garcia;40.0;Pending;2023/10/14;94988.94;david.garcia_SIL1174@example.com;;Good;FALSE;Sales;Illinois
EMP1175;Eva;Miller;25.0;Pending;2024/04/10;71628.93;eva.miller_ACA1175@example.com;8155839385;Excellent;FALSE;Admin;California
EMP1176;Alice;Williams;30.0;Pending;2022/03/31;54870.98;alice.williams_AIL1176@example.com;6133155205;Good;FALSE;Admin;Illinois
EMP1177;Alice;Williams;25.0;Active;2022/02/09;79388.27;alice.williams_DIL1177@example.com;5063731494;Average;TRUE;DevOps;Illinois
EMP1178;Frank;Smith;35.0;Pending;2023/05/06;55946.99;frank.smith_DCA1178@example.com;;Average;FALSE;DevOps;California
EMP1179;Charlie;Williams;;Active;2021/07/11;81017.91;charlie.williams_CNV1179@example.com;2419562524;Excellent;TRUE;Cloud Tech;Nevada
EMP1180;Heidi;Jones;40.0;Pending;2020/08/21;74162.1;heidi.jones_HNY1180@example.com;7150997682;Excellent;FALSE;HR;New York
EMP1181;Heidi;Davis;;Active;2021/03/27;77668.44;heidi.davis_DCA1181@example.com;8903091435;Good;TRUE;DevOps;California
EMP1182;Alice;Miller;30.0;Active;2024/04/14;67886.37;alice.miller_HNY1182@example.com;3910257431;Poor;FALSE;HR;New York
EMP1183;Alice;Williams;40.0;Active;2020/09/21;76614.52;alice.williams_DFL1183@example.com;6303975244;Good;TRUE;DevOps;Florida
EMP1184;Frank;Smith;25.0;Active;2022/06/12;51311.91;frank.smith_FNV1184@example.com;;Excellent;FALSE;Finance;Nevada
EMP1185;Frank;Jones;;Inactive;2023/12/24;94809.92;frank.jones_FIL1185@example.com;8033968526;Good;TRUE;Finance;Illinois
EMP1186;Grace;Johnson;25.0;Pending;2022/07/31;108241.81;grace.johnson_HNY1186@example.com;;Excellent;TRUE;HR;New York
EMP1187;Bob;Davis;40.0;Inactive;2023/04/21;78031.49;bob.davis_CNY1187@example.com;2983381673;Good;TRUE;Cloud Tech;New York
EMP1188;Eva;Davis;35.0;Active;2020/06/05;85733.83;eva.davis_ACA1188@example.com;2336293448;Excellent;TRUE;Admin;California
EMP1189;David;Miller;35.0;Pending;2024/07/27;60338.29;david.miller_HNV1189@example.com;7347156626;Excellent;FALSE;HR;Nevada
EMP1190;Eva;Davis;30.0;Active;2024/04/05;103140.67;eva.davis_AIL1190@example.com;7689627065;Excellent;FALSE;Admin;Illinois
EMP1191;Heidi;Williams;40.0;Inactive;2023/10/26;114690.8;heidi.williams_SIL1191@example.com;1498282466;Poor;TRUE;Sales;Illinois
EMP1192;Frank;Smith;35.0;Active;2022/08/18;80954.56;frank.smith_AFL1192@example.com;4746897151;Good;FALSE;Admin;Florida
EMP1193;Eva;Davis;;Pending;2020/05/31;71728.55;eva.davis_CCA1193@example.com;7323008575;Good;TRUE;Cloud Tech;California
